cards,strength,rating,%
AsKsKcQh,120,1,
AhKsKcQh,118,1,
AsKsKcJs,115,1,
AhAcQc9h,111.5,1,
AhAcQc8h,109,1,
AhAcQc7h,109,1,
AhAcQc6h,109,1,
AsAcTc4s,100.5,1,
AsAcTc3s,100.5,1,
AsAcTc2s,100.5,1,
AsAcQc8s,109,1,
AsAcQc7s,109,1,
AsAcQc6s,109,1,
AsAcQc5s,109,1,
AsAcQc4s,109,1,
AsAcQc3s,109,1,
AsAhTh9s,115.5,1,
AsAhTh8s,105.5,1,
AsAhTh7s,105.5,1,
AcKsQsQc,139.5,1,
AcQsQcJs,134.5,1,
AhAcQcJs,126.5,1,
AcKsKhQc,118,1,
AhAcTh3c,100.5,1,
AhAcJh3c,103,1,
AhAcQh3c,109,1,
AhAcKh3c,116,1,
AsAcJs3c,103,1,
AsAcTs3c,100.5,1,
AsAcKs3c,116,1,
AsAcQs3c,109,1,
AsAcKs8c,116,1,
AsAcQs8c,109,1,
AsKsKdJs,115,1,
AsAhKsKd,190.5,1,
AsAhKdJs,115.5,1,
AsAcTc9s,115.5,1,
AsAcTc8s,105.5,1,
AsAcTc7s,105.5,1,
AdAcJd3c,103,1,
AsAhKsTs,123.5,1,
AsAhQsTs,116.5,1,
AsAhJsTs,128.5,1,
AsAhKcJh,115.5,1,
AhKhKcJh,115,1,
AsAdKsKc,190.5,1,
AsAhKs9h,116,1,
AsAcJs8c,105.5,1,
AsAcTs8c,105.5,1,
AsAhTh6s,100.5,1,
AsAhTh5s,100.5,1,
AsAcQc9s,111.5,1,
AsAcJcTc,128.5,1,
AdAcQd3c,109,1,
AdAcKd3c,116,1,
AhAdQsJh,120.5,1,
AdAcTc9d,115.5,1,
AdAcTc8d,105.5,1,
AdAcTc7d,105.5,1,
AdAcTc6d,100.5,1,
AdAcTc5d,100.5,1,
AdAcTc4d,100.5,1,
AhAdQcJh,120.5,1,
AsKsKdQc,120,1,
AsAdKcJs,115.5,1,
AhAdKhKc,190.5,1,
AhAdKcJh,115.5,1,
AsKdKcQs,118,1,
AhKdKcQh,118,1,
AsAdKdKc,190.5,1,
AdAcTd3c,100.5,1,
AhKhKdQc,120,1,
AsAhTh2s,100.5,1,
AdKsKdQc,120,1,
AdKhKdQc,120,1,
AsKsKhTh,130,1,
AsAdQdQc,180,1,
AhAdQdQc,180,1,
AsAhTh4s,100.5,1,
AsAhTh3s,100.5,1,
AsAdQcJd,120.5,1,
AhAdQcJd,120.5,1,
AhAdKhTh,123.5,1,
AhAdQhTh,116.5,1,
AhAdJhTh,128.5,1,
AsAdQsJh,126.5,1,
AhAdKsJh,115.5,1,
AsAhQhQc,180,1,
AsAhQcJh,120.5,1,
AsAdQsQc,180,1,
AsAdQcJs,120.5,1,
AhAdQhQc,180,1,
AhAcKh8c,116,1,
AdKhJhJd,103,1,
AdQhJhJd,105,1,
AsAhKs7h,116,1,
AsAhQs7h,109,1,
AsAhJs7h,103,1,
AhAdKdKc,190.5,1,
AdKdKcQh,120,1,
AsKsKcQd,120,1,
AhKhKcQd,120,1,
AdKsKcQd,118,1,
AhAcTc9h,115.5,1,
AhAcTc8h,105.5,1,
AhAcTc7h,105.5,1,
AhAcTc6h,100.5,1,
AhAcTc5h,100.5,1,
AsAdQhJs,120.5,1,
AhAdQsQh,180,1,
AhAdQhJs,126.5,1,
AdKhKcQd,118,1,
AdKdKcQs,120,1,
AsAhTs7h,105.5,1,
AhAdJd9h,105.5,1,
AhAdJd8h,105.5,1,
AhAdJd7h,103,1,
AhAdJd6h,103,1,
AhKsKhQc,120,1,
AsAdKcJd,115.5,1,
AhAdKcJd,115.5,1,
AdKdKcJd,115,1,
AdAcKc4d,116,1,
AdAcKc3d,116,1,
AdAcKc2d,116,1,
AsAhQsQc,180,1,
AsAhQcJs,120.5,1,
AsKsKhQc,120,1,
AsAhJhTh,128.5,1,
AdAcTc3d,100.5,1,
AdAcTc2d,100.5,1,
AsKsKcTc,130,1,
AsAcTc5s,100.5,1,
AsAhKh3s,116,1,
AsAhKh2s,116,1,
AhAdQh4d,109,1,
AhAdJh4d,103,1,
AhAdTh4d,100.5,1,
AsAdKs3d,116,1,
AsAdQs3d,109,1,
AsAdJs3d,103,1,
AsAdTs3d,100.5,1,
AdAcTd9c,115.5,1,
AsAhKhTh,123.5,1,
AcKdKcTd,130,1,
AdAcKc9d,116,1,
AdAcKc8d,116,1,
AdAcKc7d,116,1,
AdAcKc6d,116,1,
AdAcKc5d,116,1,
AsAcKs9c,116,1,
AdAcKd9c,116,1,
AdAcQd9c,111.5,1,
AdAcJd9c,105.5,1,
AcKhKcQd,120,1,
AsAcKcJd,123.5,1,
AcKsKcTs,130,1,
AsAcKc9s,116,1,
AsAdKhQh,130.5,1,
AsAdKsJh,123.5,1,
AsAcJsTs,128.5,1,
AhAdTh5d,100.5,1,
AsAdKs4d,116,1,
AsAdQs4d,109,1,
AsAdJs4d,103,1,
AsAdTs4d,100.5,1,
AhAdKh4d,116,1,
AsAdQsQh,180,1,
AsAhKs5h,116,1,
AhAcKcJd,123.5,1,
AhAdJd5h,103,1,
AhAdJd4h,103,1,
AhAdJd3h,103,1,
AhAdJd2h,103,1,
AsKdJsJd,103,1,
AhKdJhJd,103,1,
AsAcQs9c,111.5,1,
AsAcJs9c,105.5,1,
AsAcTs9c,115.5,1,
AhAcKh9c,116,1,
AhAcQh9c,111.5,1,
AhAcJh9c,105.5,1,
AhAcTh9c,115.5,1,
AhAcKdKc,190.5,1,
AcKdKcQh,120,1,
AcKsKcQd,120,1,
AdKsKdJd,115,1,
AhQdJhJd,105,1,
AhAdKh3d,116,1,
AsAhKh8s,116,1,
AhAcTc4h,100.5,1,
AhAcTc3h,100.5,1,
AhAcTc2h,100.5,1,
AsAhKh4s,116,1,
AhAcTh5c,100.5,1,
AsAdKsKh,190.5,1,
AsAdKhJs,115.5,1,
AhAdKsKh,190.5,1,
AhAdKhJs,123.5,1,
AdKhKdJd,115,1,
AsQsQdJd,134.5,1,
AsQdJsJd,105,1,
AcKhKcTh,130,1,
AhAcKc9h,116,1,
AhAcKc8h,116,1,
AhAcKc7h,116,1,
AhAcKc6h,116,1,
AhAcKc5h,116,1,
AhAcKc4h,116,1,
AhAcKc3h,116,1,
AhAcKc2h,116,1,
AdAcKsKc,190.5,1,
AdAcKcJh,123.5,1,
AsAcKdKc,190.5,1,
AcKdKcQs,120,1,
AsAhTs4h,100.5,1,
AsAhKs3h,116,1,
AsAhQs3h,109,1,
AsAhJs3h,103,1,
AsAhTs3h,100.5,1,
AsAhKs2h,116,1,
AsAhQs2h,109,1,
AdAcKd5c,116,1,
AdAcQd5c,109,1,
AsAcKc7s,116,1,
AhQhQdJd,134.5,1,
AdAcKcJs,123.5,1,
AdAcKhKc,190.5,1,
AsAhQhTh,116.5,1,
AcKsKcQh,120,1,
AsAcKcJh,123.5,1,
AdAcJd5c,103,1,
AsAhKh5s,116,1,
AhKsKhTs,130,1,
AsAhKh9s,116,1,
AdAcJd6c,103,1,
AdAcTd6c,100.5,1,
AsAcKs5c,116,1,
AsAcQs5c,109,1,
AsAcJs5c,103,1,
AsAcTs5c,100.5,1,
AhAcKh5c,116,1,
AhAcQh5c,109,1,
AhAcJh6c,103,1,
AhAcTh6c,100.5,1,
AdAcKd6c,116,1,
AsAcKc6s,116,1,
AhAcKsJh,115.5,1,
AhAcQsJh,120.5,1,
AhAcJh5c,103,1,
AhAdJh3d,103,1,
AhAdQh3d,109,1,
AdAcTd4c,100.5,1,
AdAcJd4c,103,1,
AdAcQd4c,109,1,
AdAcKd4c,116,1,
AhAcTh4c,100.5,1,
AhAcJh4c,103,1,
AhAcQh4c,109,1,
AhAcKh4c,116,1,
AsAcTs4c,100.5,1,
AhAcKh6c,116,1,
AhAcQh6c,109,1,
KhQdJdTh,95,1,
KdQhJdTh,96,1,
KsQdJdTs,95,1,
KdQsJdTs,96,1,
KcQhJhTc,95,1,
KdQcJcTd,95,1,
KhQcJcTh,95,1,
KsQcJcTs,95,1,
KcQdJcTd,96,1,
KcQhJcTh,96,1,
KhQhJsTs,100,1,
KcQdJdTc,95,1,
KcQsJcTs,96,1,
KsQcJsTc,96,1,
KdQcJdTc,96,1,
KhQsJhTs,96,1,
KhQcJhTc,96,1,
KhQhJdTd,100,1,
KsQsJdTd,100,1,
KhQdJhTd,96,1,
KsQdJsTd,96,1,
KdQdJhTh,100,1,
KdQdJsTs,100,1,
KsQhJhTs,95,1,
KcQcJdTd,100,1,
KsQsJcTc,100,1,
KdQhJhTd,95,1,
KdQsJsTd,95,1,
KcQcJsTs,100,1,
KcQcJhTh,100,1,
KdQdJcTc,100,1,
KhQhJcTc,100,1,
KhQsJsTh,95,1,
KcQsJsTc,95,1,
KsQhJsTh,96,1,
KsQsJhTh,100,1,
AhQhJdTc,76,2,
AsQhJsTd,70,2,
AsKsQhTd,73,2,
AhKhJsTd,68,2,
AhKhQsTd,73,2,
AdKcJhTd,60,3,
AdKcQhTd,65,2,
AdKcJsTd,60,3,
AcKcQdTh,73,2,
AcKcQdJh,88,1,
AcKcJdTh,68,2,
AcKcQhJd,88,1,
AcKcQhJs,88,1,
AdKsJsTs,58,3,
AdKsQsTs,65,2,
AdKsQsJs,80,1,
AsQcJhTs,70,2,
AsKsQcJh,88,1,
AhKhQcTs,73,2,
AcQhJsTc,70,2,
AcKhJsTc,60,3,
AdQhJhTh,70,2,
AdKhJhTh,58,3,
AdKhQhTh,65,2,
AdKhQhJh,80,1,
AcKhQsTc,65,2,
AdQhJdTc,70,2,
AdKhJdTc,60,3,
AdQsJdTc,70,2,
AdKsJdTc,60,3,
AcKcJdTs,68,2,
AcKcQsJd,88,1,
AsKhQcJs,80,1,
AsQcJsTh,70,2,
AsKcJsTd,60,3,
AdKcQdTs,71,2,
AdKcQdJs,86,1,
AhKcQdTh,65,2,
AhKcQdJh,80,1,
AsKcQdTs,65,2,
AsKcQdJs,80,1,
AsKhJhTh,58,3,
AdQsJdTh,70,2,
AdKsJdTh,60,3,
AhQcJsTh,70,2,
AsKsQcTh,73,2,
AhQcJhTs,70,2,
AhKsQcJh,80,1,
AsKdQcTs,65,2,
AsKdQcJs,80,1,
AsQhJhTh,70,2,
AhKhQcJs,88,1,
AhKcJdTh,60,3,
AhKcQhJd,86,1,
AsKcJdTs,60,3,
AsKcQsJd,86,1,
AdKcQdTh,71,2,
AdKcQdJh,86,1,
AdKcQsTd,65,2,
AhKcJhTd,60,3,
AhKcQhTd,71,2,
AcKcJsTd,68,2,
AcKcQsTd,73,2,
AsKhQcTs,65,2,
AhKsQsTs,65,2,
AhKsQsJs,80,1,
AdQcJdTh,70,2,
AdKhQcJd,80,1,
AdQcJdTs,70,2,
AdKsQcJd,80,1,
AhQcJdTh,70,2,
AhKhQcJd,88,1,
AsQcJdTs,70,2,
AsKsQcJd,88,1,
AhKsQcTh,65,2,
AdKdQcJh,88,1,
AdKdQcTs,73,2,
AdKdQcJs,88,1,
AhKdQcTh,65,2,
AhKdQcJh,80,1,
AdQcJhTd,70,2,
AdKhQcTd,65,2,
AdQcJsTd,70,2,
AdKsQcTd,65,2,
AhQcJhTd,70,2,
AhKhQcTd,73,2,
AsQcJsTd,70,2,
AsKsQcTd,73,2,
AhKcJsTh,60,3,
AhKcQsTh,65,2,
AsKcJsTh,60,3,
AsKcQsTh,71,2,
AhKcJhTs,60,3,
AhKcQsJh,80,1,
AhQsJsTs,70,2,
AhKsJsTs,58,3,
AcKsQcTh,71,2,
AsKcJhTs,60,3,
AsKcQsJh,86,1,
AhKcQhTs,71,2,
AhKcQhJs,86,1,
AsKcQhTs,65,2,
AsKcQhJs,80,1,
AcQcJhTs,76,2,
AcKsQcJh,86,1,
AcKhQcTs,71,2,
AcKhQcJs,86,1,
AdKcJcTc,58,3,
AhKcJcTc,58,3,
AsKcJcTc,58,3,
AdQhJdTs,70,2,
AdKdQcTh,73,2,
AcQcJhTd,76,2,
AcKhQcTd,71,2,
AcQcJsTd,76,2,
AcKsQcTd,71,2,
AcQcJdTh,76,2,
AcKhQcJd,86,1,
AdKhQsJd,80,1,
AcQcJdTs,76,2,
AcKsQcJd,86,1,
AcKdQcTh,71,2,
AcKdQcJh,86,1,
AcKdQcTs,71,2,
AcKdQcJs,86,1,
AdKsQhJd,80,1,
AdKhJdTs,60,3,
AcQcJsTh,76,2,
AsKhJdTs,60,3,
AsKhQsJd,86,1,
AdQsJhTd,70,2,
AdKsJhTd,60,3,
AdQhJsTd,70,2,
AdKsQhTd,65,2,
AdKhJsTd,60,3,
AdKhQsTd,65,2,
AcQdJdTd,70,2,
AcKdJdTd,58,3,
AcKdQdTd,65,2,
AhQsJdTh,70,2,
AhKsJdTh,60,3,
AsQsJdTh,76,2,
AsKsJdTh,68,2,
AsKhQhJh,80,1,
AhKsQhJc,86,1,
AsQhJcTs,70,2,
AhKhJcTs,68,2,
AhKhQsJc,88,1,
AsKhJcTs,60,3,
AsKhQsJc,86,1,
AdKcQcTc,65,2,
AhKcQcTc,65,2,
AsKcQcTc,65,2,
AcKdQdJd,80,1,
AhQhJdTs,76,2,
AhKsQhJd,86,1,
AsQhJdTs,70,2,
AsKsQhJd,88,1,
AhKhJdTs,68,2,
AhKhQsJd,88,1,
AcKcQhTd,73,2,
AhQhJsTd,76,2,
AhKsQhTd,71,2,
AdKdQsJc,88,1,
AhKdQdTd,65,2,
AsKdQdTd,65,2,
AsKsQhJc,88,1,
AhKdJcTh,60,3,
AhKdQhJc,86,1,
AsKdJcTs,60,3,
AsKdQsJc,86,1,
AhQsJcTh,70,2,
AhKsJcTh,60,3,
AsQsJcTh,76,2,
AsKsJcTh,68,2,
AhQhJcTs,76,2,
AdKdJcTh,68,2,
AdKdQhJc,88,1,
AdKdJcTs,68,2,
AsKcQsTd,71,2,
AdKcJdTh,60,3,
AdKcQhJd,80,1,
AdKcJdTs,60,3,
AdKcQsJd,80,1,
AhQsJhTd,70,2,
AhKsJhTd,60,3,
AsQsJhTd,76,2,
AsKsJhTd,68,2,
AdQcJcTc,70,2,
AhQcJcTc,70,2,
AsQcJcTc,70,2,
AcKcJhTd,68,2,
AsKsJcTd,68,2,
AdQdJcTh,76,2,
AdKhQdJc,86,1,
AdQdJcTs,76,2,
AdKsQdJc,86,1,
AhQdJcTh,70,2,
AsQdJdTd,70,2,
AhKdJdTd,58,3,
AsKdJdTd,58,3,
AdQdJsTh,76,2,
AdKsQdTh,71,2,
AdQdJhTs,76,2,
AdKsQdJh,86,1,
AhKhQdJc,88,1,
AsQdJcTs,70,2,
AsKsQdJc,88,1,
AhQdJhTs,70,2,
AhKsQdJh,80,1,
AcQsJcTh,70,2,
AcKsJcTh,60,3,
AcQhJcTs,70,2,
AcKsQhJc,80,1,
AhQdJdTd,70,2,
AdQhJcTd,70,2,
AdKhJcTd,60,3,
AdQsJcTd,70,2,
AdKsJcTd,60,3,
AhQhJcTd,76,2,
AdKhQdTs,71,2,
AdKhQdJs,86,1,
AhKhJcTd,68,2,
AsQsJcTd,76,2,
AcKsQdJc,80,1,
AcKdJcTh,60,3,
AcKdQhJc,80,1,
AcKhJhTh,58,3,
AcKhQhTh,65,2,
AsQdJhTs,70,2,
AsKsQdJh,88,1,
AhKhQdTs,73,2,
AhKhQdJs,88,1,
AcKhJcTs,60,3,
AcKhQsJc,80,1,
AcKdQsJc,80,1,
AhQdJsTh,70,2,
AhKsQdTh,65,2,
AsQdJsTh,70,2,
AsKsQdTh,73,2,
AdKdQsJh,88,1,
AdKdQhTs,73,2,
AdKdQhJs,88,1,
AdKdJsTh,68,2,
AdKdQsTh,73,2,
AcQhJhTh,70,2,
AcKdJcTs,60,3,
AcQhJcTd,70,2,
AcKhJcTd,60,3,
AcQsJcTd,70,2,
AcKsJcTd,60,3,
AsKhQdTs,65,2,
AsKhQdJs,80,1,
AcQdJcTh,70,2,
AcKhQdJc,80,1,
AcQdJcTs,70,2,
AhKdJhTs,60,3,
AhKdQsJh,80,1,
AsKdJhTs,60,3,
AsKdQsJh,86,1,
AhKdQhTs,71,2,
AsKsQhTc,73,2,
AhKhJsTc,68,2,
AhKhQsTc,73,2,
AsKhJsTc,60,3,
AsKhQsTc,71,2,
AdKcQcJc,80,1,
AcKhQhJh,80,1,
AhKdJsTh,60,3,
AhKcQcJc,80,1,
AsKcQcJc,80,1,
AdKdJhTs,68,2,
AdKdQsTc,73,2,
AhKdJhTc,60,3,
AhKdQhTc,71,2,
AhQsJhTc,70,2,
AhKsJhTc,60,3,
AsQsJhTc,76,2,
AsKsJhTc,68,2,
AhQhJsTc,76,2,
AhKsQhTc,71,2,
AsQhJsTc,70,2,
AhKdQhJs,86,1,
AcQsJsTs,70,2,
AcKsJsTs,58,3,
AhKdQsTh,65,2,
AsKdJsTh,60,3,
AsKdQsTh,71,2,
AhKhJdTc,68,2,
AsQsJdTc,76,2,
AsKsJdTc,68,2,
AdQdJhTc,76,2,
AdKhQdTc,71,2,
AdQdJsTc,76,2,
AdKsQdTc,71,2,
AhQdJhTc,70,2,
AhKhQdTc,73,2,
AsQdJsTc,70,2,
AsKsQdTc,73,2,
AsKdQhTs,65,2,
AsKdQhJs,80,1,
AdKdJhTc,68,2,
AdKdQhTc,73,2,
AdKdJsTc,68,2,
AcKdQsTc,65,2,
AcKsQsTs,65,2,
AcQsJhTc,70,2,
AcKsJhTc,60,3,
AsKhQsTd,71,2,
AhKdQdJd,80,1,
AsKdQdJd,80,1,
AcKcQdTs,73,2,
AcKcQdJs,88,1,
AcKcQsTh,73,2,
AcKcJhTs,68,2,
AcKcQsJh,88,1,
AsKhQhTh,65,2,
AcKsQsJs,80,1,
AsKdJsTc,60,3,
AsKdQsTc,71,2,
AsKhJsTd,60,3,
AcQhJdTc,70,2,
AcKhJdTc,60,3,
AcQsJdTc,70,2,
AcKsJdTc,60,3,
AcQdJhTc,70,2,
AcKhQdTc,65,2,
AcQdJsTc,70,2,
AcKsQdTc,65,2,
AcKdJhTc,60,3,
AcKdQhTc,65,2,
AcKdJsTc,60,3,
AcKsQhTc,65,2,
AcKcJsTh,68,2,
AdQsJsTs,70,2,
AcKcQhTs,73,2,
AsAhAdJs,107,1,
AsAhAdQs,113,1,
AsAhAdKs,125,1,
AsAhAcKh,125,1,
AsAcKhTs,115.5,1,
AcKsKhQs,112,1,
AsAhAcTs,104.5,1,
AhAcQsJs,120.5,1,
AhAcKsJs,113.5,1,
AsAhAcJs,107,1,
AdAcQhTc,110.5,1,
AdAcJhTc,120.5,1,
AdAcThTc,153,1,
AsAcKdTc,115.5,1,
AhAdKsJs,113.5,1,
AhAdQsJs,120.5,1,
AsAhAdTs,104.5,1,
AdKsKhQs,112,1,
AsAdKhTs,115.5,1,
AsAhAdKh,125,1,
AhAdKhTs,123.5,1,
AsAcJhTc,120.5,1,
AsAcThTc,153,1,
AcKhThTc,97.5,1,
AcQhThTc,95.5,1,
AcJhThTc,102.5,1,
AsAcJsTh,120.5,1,
AsAcTsTh,153,1,
AsAhAcTh,104.5,1,
AhAcKsTh,115.5,1,
AhAcQsTh,110.5,1,
AhAcJsTh,120.5,1,
AhAcTsTh,153,1,
AsAcJsJh,155.5,1,
AsAcQsTh,116.5,1,
AsAdQhTs,110.5,1,
AsAhAdQh,113,1,
AhAdQhTs,116.5,1,
AdKsKhQh,112,1,
AsAdJsJh,155.5,1,
AsAdJhTs,120.5,1,
AsAhAdJh,107,1,
AcQdTdTc,95.5,1,
AcJdTdTc,102.5,1,
KsKcQsTc,122,1,
KsKcJsTc,125,1,
AsAcQhTc,110.5,1,
AsAhAcTc,104.5,1,
AhAcKsTc,115.5,1,
AhAcQsTc,110.5,1,
AhAcJsTc,120.5,1,
AsAdAcTs,104.5,1,
AhAdAcKh,125,1,
AhAdAcQh,113,1,
AhAdAcJh,107,1,
AdAcKhJh,113.5,1,
AdAcQhJh,120.5,1,
AhAdAcTh,104.5,1,
AhAcTsTc,153,1,
AsKsQsQh,121.5,1,
AsQsQhJs,114.5,1,
AsAcKhTc,115.5,1,
AhAdJsJh,155.5,1,
AhAdJhTs,120.5,1,
AsAdKhJh,113.5,1,
AsAdQhJh,120.5,1,
AsAdKsTh,123.5,1,
AsAdQsTh,116.5,1,
AsAdJsTh,120.5,1,
AsAdTsTh,153,1,
AsAhAdTh,104.5,1,
AhAdKsTh,115.5,1,
AhAdQsTh,110.5,1,
AhAdJsTh,120.5,1,
AsAcQdTs,110.5,1,
AhAcQdTh,110.5,1,
AsAdAcQd,113,1,
AcKsKdQs,112,1,
AsAcKdTs,115.5,1,
AcKhKdQh,112,1,
AhAcKdTh,115.5,1,
AsAdAcKd,125,1,
AdAcKdTs,123.5,1,
AhAdAcKd,125,1,
AsAdAcKs,125,1,
AsAdAcQs,113,1,
AsAdAcJs,107,1,
AdAcKsJs,113.5,1,
AdAcQsJs,120.5,1,
AcKhKdQd,112,1,
AsAcJsJd,155.5,1,
AsAcJdTs,120.5,1,
AsJsJdTd,110,1,
AsJdTsTd,102.5,1,
AhJhJdTd,110,1,
AhJdThTd,102.5,1,
AdAcKdTh,123.5,1,
AdAcJhJd,155.5,1,
AdAcJdTh,120.5,1,
AhQhQdTd,122.5,1,
AhQdThTd,95.5,1,
AdAcQdTs,116.5,1,
AhAdAcQd,113,1,
AdAcQdTh,116.5,1,
AcKsKdQd,112,1,
AhAdTsTh,153,1,
AsKsKdTs,115,1,
AhKsKdQs,112,1,
AhAdJdTc,120.5,1,
AsAdTdTc,153,1,
AhAdTdTc,153,1,
AcKsTsTc,97.5,1,
AcQsTsTc,95.5,1,
AcJsTsTc,102.5,1,
AsAdQdTc,116.5,1,
AhAdQdTc,116.5,1,
AsAdJdTc,120.5,1,
AsAdJsTc,120.5,1,
AsAdTsTc,153,1,
AhAdKhTc,123.5,1,
AhAdQhTc,116.5,1,
AhKdThTd,97.5,1,
AdKsKdTd,115,1,
AdKhKdTd,115,1,
AsQsQdTd,122.5,1,
AsQdTsTd,95.5,1,
AhAcJhJd,155.5,1,
AhAcJdTh,120.5,1,
AsAdAcJd,107,1,
AdAcJsJd,155.5,1,
AdAcJdTs,120.5,1,
AhAdAcJd,107,1,
KhKdJhTd,125,1,
AhAdJhTc,120.5,1,
AhAdThTc,153,1,
AsAdKdTc,123.5,1,
AhAdKdTc,123.5,1,
AsAhKdTs,115.5,1,
AsKhKdJs,107,1,
AhKhKdJs,115,1,
AsAhQhTc,116.5,1,
AsAhJhTc,120.5,1,
AsAhThTc,153,1,
AsAdKsTc,123.5,1,
AsAdQsTc,116.5,1,
AsAhKhTc,123.5,1,
AsKcTsTc,97.5,1,
AhAcQdJd,120.5,1,
AsAcKsTd,123.5,1,
AsAcQsTd,116.5,1,
AsAcJsTd,120.5,1,
AsAcTsTd,153,1,
AhAcKhTd,123.5,1,
AhAcQhTd,116.5,1,
AhAcJhTd,120.5,1,
AhAcThTd,153,1,
KsKdQsTd,122,1,
KsKdJsTd,125,1,
AsKdTsTd,97.5,1,
KhKdQhTd,122,1,
AdAcKhTd,115.5,1,
AdAcQhTd,110.5,1,
AdAcJhTd,120.5,1,
AdAcThTd,153,1,
AsAdKhTd,115.5,1,
AsAdQhTd,110.5,1,
AsAdJhTd,120.5,1,
AsAdThTd,153,1,
AdKhThTd,97.5,1,
AdQhThTd,95.5,1,
AdJhThTd,102.5,1,
AsAcKdJd,113.5,1,
AhAcKdJd,113.5,1,
AsAcQdJd,120.5,1,
AsKhKcJs,107,1,
AhKhKcJs,115,1,
AdKsTsTd,97.5,1,
AdQsTsTd,95.5,1,
AdJsTsTd,102.5,1,
AsAhAdTd,104.5,1,
AhAdKsTd,115.5,1,
AhAdQsTd,110.5,1,
AhAdJsTd,120.5,1,
AhAdTsTd,153,1,
AsAdAcTd,104.5,1,
AdAcKsTd,115.5,1,
AdAcQsTd,110.5,1,
AdAcJsTd,120.5,1,
AdAcTsTd,153,1,
AhAdAcTd,104.5,1,
AhAdKcTh,115.5,1,
AsKdKcJs,107,1,
AhKdKcJh,107,1,
AsAhThTd,153,1,
AhKsKcJh,107,1,
AsAhKcTh,115.5,1,
AhKhKcTh,115,1,
AsKhKcQh,112,1,
AsKsKcJh,115,1,
AsKsKcTs,115,1,
AhKsKcQs,112,1,
AsAhKcTs,115.5,1,
KhKcQhTc,122,1,
KhKcJhTc,125,1,
AhKcThTc,97.5,1,
KdKcQdTc,122,1,
AsKhKdQh,112,1,
AsKsKdJh,115,1,
AhKsKdJh,107,1,
AsAhKdTh,115.5,1,
AsAhKsTc,123.5,1,
AsAhQsTc,116.5,1,
AsAhJsTc,120.5,1,
AsAhTsTc,153,1,
AhQsQhTs,122.5,1,
AcQhQcJc,114.5,1,
AsAhKhTd,123.5,1,
AsAhQhTd,116.5,1,
AsAhJhTd,120.5,1,
AdKsKcJd,107,1,
AdKhKcJd,107,1,
AsAdKcTd,115.5,1,
AsKdKcQd,112,1,
AhKdKcQd,112,1,
AsKsKcJd,115,1,
AhKhKcJd,115,1,
AdKdKcJs,115,1,
AdKdKcJh,115,1,
AdKsKcQs,112,1,
AsAdKcTs,115.5,1,
AdKhKcQh,112,1,
AdQsQdJd,114.5,1,
AdQdJsJd,91,1,
AdQhQdJd,114.5,1,
AdQdJhJd,91,1,
AsAhKsTd,123.5,1,
AsAhQsTd,116.5,1,
AsAhJsTd,120.5,1,
AsAhTsTd,153,1,
AhAdKcTd,115.5,1,
AdKdKcTd,115,1,
AsJhTsTh,102.5,1,
AsAhQdJd,120.5,1,
AcQcJhJc,91,1,
AcQdQcJc,114.5,1,
AcQcJdJc,91,1,
AhKhKdTh,115,1,
AsAhAdKd,125,1,
AsAdQcJc,120.5,1,
AhAdQcJc,120.5,1,
AcQsQcJc,114.5,1,
AcQcJsJc,91,1,
AcKcJdJc,93,1,
KsKhQsQh,190.5,1,
AdKdJsJd,93,1,
AdKdJhJd,93,1,
AsAdAcKc,125,1,
AdAcKcTs,123.5,1,
AhAdAcKc,125,1,
AcKsKcJh,115,1,
AsAcKcTh,123.5,1,
AsJsJhTh,110,1,
AsAhAcKc,125,1,
AhAcKcTs,123.5,1,
AcKhKcJs,115,1,
KsKhQhJs,140,1,
AsAhQcJc,120.5,1,
AhAdKdTs,123.5,1,
AdKhKdJs,115,1,
AdKsKdJh,115,1,
AsAdKdTh,123.5,1,
AcKcJsJc,93,1,
KsKhQhTs,122,1,
AcKcJhJc,93,1,
KhKcQhJc,140,1,
AcKsKcJd,115,1,
AcKhKcJd,115,1,
AsQsQhTh,122.5,1,
KsKdQsJd,140,1,
KsKdJdTs,125,1,
AsAhKdJd,113.5,1,
KhKdQhJd,140,1,
KhKdJdTh,125,1,
AdAcKcTh,123.5,1,
AcKdKcJs,115,1,
AcKdKcJh,115,1,
AsQhTsTh,95.5,1,
AsAhQcTh,110.5,1,
AsAdQcTs,110.5,1,
AsAdJhJd,155.5,1,
AsAdJdTh,120.5,1,
AdJhJdTh,110,1,
AhKhQhQc,121.5,1,
AhQhQcJh,114.5,1,
AsKsQsQc,121.5,1,
AsQsQcJs,114.5,1,
AsAhQcTs,110.5,1,
AsAcKcTd,123.5,1,
AhAcKcTd,123.5,1,
AhKsKhTh,115,1,
AhKsTsTh,97.5,1,
AhQsTsTh,95.5,1,
AcQsQcTs,122.5,1,
AdJcTdTc,102.5,1,
AdQdQcJd,114.5,1,
AsAdQcTd,110.5,1,
AhAdQcTd,110.5,1,
AdKdQdQc,121.5,1,
AhAdQcTh,110.5,1,
KsKhQsTh,122,1,
KsKhJsTh,125,1,
AsKhTsTh,97.5,1,
KhKcJcTh,125,1,
AsAdKcJc,113.5,1,
AhAdKcJc,113.5,1,
KdKcQdJc,140,1,
KdKcJcTd,125,1,
AsKsQsQd,121.5,1,
AsQsQdJs,114.5,1,
KdKcJdTc,125,1,
AdKcTdTc,97.5,1,
